host_id,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
11196875,Mier,Entire home/apt,131,2,8,2,364
14587498,Todos os Santos,Entire home/apt,751,3,2,1,363
180066937,Recreio dos Bandeirantes,Private room,150,1,1,1,362
65744061,Recreio dos Bandeirantes,Entire home/apt,500,2,0,1,279
69426150,Engenho de Dentro,Entire home/apt,252,20,0,1,89
80981160,Vargem Pequena,Entire home/apt,285,2,1,1,358
87382401,Recreio dos Bandeirantes,Entire home/apt,849,22,0,1,363
5086388,Recreio dos Bandeirantes,Entire home/apt,601,1,0,2,90
57401895,Recreio dos Bandeirantes,Entire home/apt,1998,7,1,1,365
54836041,Vargem Pequena,Entire home/apt,135,2,3,2,362
86192781,Engenho de Dentro,Entire home/apt,1499,5,0,1,89
9848399,Recreio dos Bandeirantes,Entire home/apt,1499,1,0,2,365
74653015,Engenho de Dentro,Entire home/apt,1127,1,0,2,365
56179426,Barra da Tijuca,Entire home/apt,222,2,14,7,169
6038621,Engenho Novo,Entire home/apt,120,5,0,1,364
86925875,Recreio dos Bandeirantes,Entire home/apt,500,15,0,1,363
86331793,Inhama,Entire home/apt,800,10,0,1,358
983090,Barra da Tijuca,Entire home/apt,1052,5,9,1,290
13380614,Barra da Tijuca,Entire home/apt,315,2,3,1,170
15900036,Recreio dos Bandeirantes,Entire home/apt,518,2,5,15,180
85288468,Engenho de Dentro,Entire home/apt,1300,1,0,1,363
64022182,Itanhang,Private room,109,1,3,2,89
168431602,Recreio dos Bandeirantes,Entire home/apt,488,2,0,1,177
2182548,Vargem Grande,Entire home/apt,856,2,1,1,365
74309460,Recreio dos Bandeirantes,Entire home/apt,199,2,2,1,179
81727896,So Conrado,Private room,199,1,0,1,365
51185868,Engenho de Dentro,Entire home/apt,71,3,0,2,365
90305205,So Conrado,Private room,139,1,0,1,364
85858713,Vargem Pequena,Entire home/apt,1198,1,0,1,89
76426554,Recreio dos Bandeirantes,Entire home/apt,1499,2,0,3,89
124560348,Itanhang,Private room,113,2,5,1,365
22949837,Mier,Entire home/apt,601,20,0,1,364
54833022,Vargem Pequena,Entire home/apt,1315,1,0,1,365
150590243,Recreio dos Bandeirantes,Entire home/apt,124,2,2,1,3
86141629,Engenho Novo,Entire home/apt,999,7,0,1,365
130464836,Recreio dos Bandeirantes,Shared room,60,1,1,2,270
15522182,Barra da Tijuca,Entire home/apt,699,30,0,1,363
70646886,Barra da Tijuca,Entire home/apt,500,3,1,12,352
132552059,Recreio dos Bandeirantes,Shared room,90,1,0,7,365
132552059,Recreio dos Bandeirantes,Shared room,79,1,0,7,365
26595931,Recreio dos Bandeirantes,Shared room,94,1,0,1,0
132552059,Recreio dos Bandeirantes,Shared room,79,1,0,7,357
14315601,Jo,Entire home/apt,3899,2,8,33,360
10850790,Jo,Entire home/apt,3500,1,1,2,176
132552059,Recreio dos Bandeirantes,Shared room,90,1,0,7,365
62100535,Vargem Pequena,Entire home/apt,210,2,0,2,363
107133364,Pechincha,Private room,56,2,34,1,134
33153166,Vargem Pequena,Entire home/apt,1998,1,0,1,365
81183512,Recreio dos Bandeirantes,Entire home/apt,639,30,0,1,83
26746678,Vargem Pequena,Entire home/apt,300,1,0,1,365
55102702,So Cristvo,Private room,184,1,6,2,365
15971755,Vila Isabel,Private room,49,7,0,1,365
82464276,Jacarepagu,Private room,500,2,1,9,364
83354976,So Cristvo,Private room,188,5,16,3,365
162921471,So Conrado,Entire home/apt,150,2,0,1,68
98625636,Santa Teresa,Private room,9998,2,3,1,89
83920896,Maracan,Private room,131,2,7,1,179
5003772,Maracan,Private room,71,2,1,1,355
29790296,Gardnia Azul,Private room,623,1,0,1,365
1280528,Santa Teresa,Private room,139,7,0,3,358
8075559,Barra da Tijuca,Entire home/apt,1499,2,10,1,148
121761374,Curicica,Private room,101,1,0,1,364
82822043,Pechincha,Private room,1878,1,0,1,365
8057227,Alto da Boa Vista,Entire home/apt,131,4,1,4,225
13839056,Praa da Bandeira,Private room,999,1,0,1,365
32984965,Taquara,Private room,210,1,3,2,364
12968506,Santa Teresa,Private room,94,2,4,2,300
13339885,Vila Isabel,Private room,1198,7,0,1,365
47461140,Vila Isabel,Private room,120,1,1,4,363
169297481,Vila Isabel,Private room,120,2,0,1,365
1280528,Santa Teresa,Private room,120,7,0,3,358
84165347,So Francisco Xavier,Private room,225,1,0,1,364
3203930,Maracan,Private room,162,1,7,2,284
26351139,Santa Teresa,Private room,120,2,0,1,364
22495056,Abolio,Entire home/apt,398,3,0,1,89
87070068,Ågua Santa,Entire home/apt,500,7,0,1,87
11637880,Santa Teresa,Private room,79,2,0,4,365
17597325,Maracan,Private room,150,1,1,1,364
3203930,Maracan,Private room,180,1,3,2,99
81001482,Maracan,Private room,101,2,0,2,365
169260484,Centro,Private room,34,1,3,1,364
65084470,So Francisco Xavier,Private room,90,1,0,1,365
109479228,So Conrado,Entire home/apt,548,7,1,2,363
34770500,Maracan,Private room,71,1,0,1,180
14758884,Cidade de Deus,Private room,263,1,0,1,365
55536261,So Cristvo,Private room,282,1,0,2,365
83270085,Barra da Tijuca,Entire home/apt,999,7,0,1,362
64503763,Taquara,Private room,94,1,0,1,365
65470341,Maracan,Private room,563,5,0,1,365
72280745,So Conrado,Entire home/apt,751,3,3,2,177
55536261,So Cristvo,Private room,469,2,0,2,365
63761642,Jacarepagu,Private room,79,10,0,6,173
84569546,Jacarepagu,Private room,879,1,2,1,365
65478841,Recreio dos Bandeirantes,Entire home/apt,398,1,1,1,225
54742888,So Conrado,Entire home/apt,939,4,0,1,364
111003040,Vargem Pequena,Entire home/apt,79,2,1,1,178
38555079,Jacarepagu,Private room,376,2,0,1,363
19510047,Recreio dos Bandeirantes,Entire home/apt,560,7,0,1,362
78873395,Jacarepagu,Private room,169,1,0,1,365
80544251,Recreio dos Bandeirantes,Entire home/apt,999,4,0,1,89
742304,Jacarepagu,Private room,139,2,4,4,364
11053855,Vargem Pequena,Entire home/apt,71,1,3,2,365
742304,Jacarepagu,Private room,150,2,1,4,363
26748682,Curicica,Private room,64,1,1,13,365
44517875,Jacarepagu,Private room,150,1,1,2,365
88269532,Taquara,Private room,101,2,0,1,358
56941567,Taquara,Private room,53,1,6,2,180
43005815,Vargem Pequena,Entire home/apt,116,1,0,2,365
182580987,Freguesia (Jacarepagu),Private room,75,1,0,3,365
85708950,Vargem Pequena,Entire home/apt,1198,7,0,1,83
182580987,Cidade de Deus,Private room,45,1,2,3,365
100161753,Taquara,Private room,90,1,2,1,89
55644005,Barra da Tijuca,Private room,252,3,0,1,363
26748682,Curicica,Private room,101,1,3,13,365
2919803,Vargem Pequena,Entire home/apt,391,2,0,31,363
153438812,Vargem Grande,Entire home/apt,300,1,0,1,59
122542721,Curicica,Entire home/apt,116,2,22,1,326
72982015,Jacarepagu,Entire home/apt,79,1,27,4,218
83266389,Jacarepagu,Private room,131,1,0,3,365
5070427,So Conrado,Private room,180,2,0,2,362
45923225,Vargem Pequena,Entire home/apt,300,3,0,1,363
2385009,Curicica,Private room,98,3,3,1,90
38186264,Jacarepagu,Entire home/apt,116,3,24,1,96
58783877,Itanhang,Private room,60,3,1,2,364
72982015,Curicica,Entire home/apt,86,1,16,4,358
1568125,Itanhang,Private room,2629,3,0,1,365
121933231,Recreio dos Bandeirantes,Entire home/apt,199,2,0,1,89
72982015,Curicica,Entire home/apt,101,1,16,4,256
204834638,Jacarepagu,Entire home/apt,120,1,7,1,340
120975154,Curicica,Entire home/apt,222,1,6,2,365
72982015,Jacarepagu,Entire home/apt,101,1,13,4,263
36139125,Curicica,Private room,150,10,0,3,363
171940045,Taquara,Private room,180,1,1,1,365
4657809,Jacarepagu,Entire home/apt,0,1,23,1,17
16296029,Jo,Private room,1799,5,0,1,365
26748682,Curicica,Private room,68,1,1,13,365
14657621,Itanhang,Private room,252,1,0,3,364
102383846,Barra da Tijuca,Private room,500,2,0,1,180
2345756,So Conrado,Private room,3005,5,0,1,358
151440313,Pechincha,Private room,101,7,0,1,365
9426796,Taquara,Private room,192,1,1,3,359
76945328,Barra da Tijuca,Private room,398,5,0,6,364
86901591,Curicica,Private room,199,1,0,4,364
5239438,Taquara,Private room,744,1,0,1,365
16039914,Itanhang,Private room,500,1,0,1,365
76945328,Barra da Tijuca,Private room,210,1,0,6,364
188583053,Jacarepagu,Entire home/apt,98,4,11,1,338
11410791,Cachambi,Entire home/apt,274,2,1,1,337
85644240,Alto da Boa Vista,Private room,60,26,0,1,358
12446817,Jo,Private room,398,3,0,3,365
55906450,Vargem Pequena,Entire home/apt,849,1,0,2,365
9235956,Itanhang,Private room,120,2,4,5,365
34635508,Jo,Entire home/apt,2250,2,0,1,33
84687491,Recreio dos Bandeirantes,Entire home/apt,901,1,5,1,364
83167974,Vargem Pequena,Entire home/apt,2171,30,0,1,83
2915201,Recreio dos Bandeirantes,Entire home/apt,800,1,0,31,365
80154642,Recreio dos Bandeirantes,Entire home/apt,601,3,0,1,365
2163079,So Conrado,Private room,53,1,3,8,216
83089174,Cachambi,Entire home/apt,240,4,3,1,343
70299283,Recreio dos Bandeirantes,Entire home/apt,1502,1,0,1,365
83396704,Mier,Entire home/apt,252,7,0,1,89
73939237,So Conrado,Private room,120,1,0,2,365
58967317,Engenho de Dentro,Entire home/apt,150,2,0,1,362
17085401,Cachambi,Entire home/apt,180,4,5,1,335
3758455,Lins de Vasconcelos,Entire home/apt,101,3,1,1,142
12030711,Engenho de Dentro,Entire home/apt,500,15,0,1,363
4389037,Itanhang,Private room,939,3,0,1,365
29396182,Maracan,Private room,120,1,9,2,345
41201909,Jacarepagu,Shared room,116,15,1,12,365
76945328,Barra da Tijuca,Private room,210,1,0,6,364
2034245,So Conrado,Private room,188,3,4,8,365
109117101,Vargem Pequena,Entire home/apt,150,2,1,1,348
112575716,Maracan,Private room,71,2,7,2,177
53528275,Recreio dos Bandeirantes,Entire home/apt,999,10,0,1,365
85734615,Santa Teresa,Private room,105,1,0,2,365
2034245,So Conrado,Private room,252,2,4,8,365
65367720,So Conrado,Private room,98,1,1,3,365
10636960,Jacarepagu,Shared room,676,3,0,1,363
41201909,Jacarepagu,Shared room,116,1,1,12,365
41201909,Jacarepagu,Shared room,116,15,0,12,365
86193032,Santa Teresa,Private room,150,1,4,2,89
41201909,Jacarepagu,Shared room,116,15,1,12,365
4168313,Santa Teresa,Private room,631,2,0,6,365
1796794,So Cristvo,Private room,60,1,2,5,365
14715546,So Conrado,Private room,199,3,2,1,365
2034245,So Conrado,Private room,169,4,0,8,365
56096960,Pechincha,Entire home/apt,391,2,2,1,364
11838879,Santa Teresa,Entire home/apt,60,3,3,1,112
82557100,Jacarepagu,Private room,131,7,0,1,363
17823263,Jacarepagu,Entire home/apt,601,2,0,1,365
7598602,Vila Isabel,Private room,135,1,0,1,365
78425887,Centro,Entire home/apt,68,2,12,2,159
2034245,So Conrado,Entire home/apt,361,2,0,8,365
14018075,Vila Isabel,Private room,101,2,0,1,358
3231041,Centro,Entire home/apt,98,3,0,1,118
8675255,Jo,Entire home/apt,3756,1,17,1,361
9563610,Alto da Boa Vista,Entire home/apt,1127,1,0,1,365
14315601,Jo,Entire home/apt,3001,7,0,33,362
27134357,Vila Isabel,Private room,150,15,0,4,349
28280180,Vila Isabel,Private room,128,2,0,1,89
40954557,Vila Isabel,Private room,169,1,0,1,365
11524304,Vila Isabel,Private room,53,1,0,2,364
215503528,Praa da Bandeira,Entire home/apt,83,1,1,1,329
13283129,So Conrado,Entire home/apt,2911,1,0,1,364
15664461,Vila Isabel,Private room,169,1,0,1,365
706303,So Francisco Xavier,Private room,199,1,0,1,365
45865725,Vila Isabel,Private room,199,1,0,1,365
13823896,Vila Isabel,Private room,139,3,2,1,364
54106314,Centro,Entire home/apt,68,1,16,2,356
86771295,Taquara,Private room,120,1,0,1,364
26959477,So Conrado,Entire home/apt,30047,5,0,11,365
4893737,Barra da Tijuca,Entire home/apt,1521,14,0,2,87
31285725,Santa Teresa,Private room,75,2,0,1,18
79081523,Catumbi,Private room,131,1,4,2,89
26872290,Barra da Tijuca,Private room,252,1,0,3,180
145527295,Santa Teresa,Private room,41,2,0,1,365
76505802,Itanhang,Private room,158,1,0,2,364
18862648,Centro,Private room,150,1,1,2,364
9776225,Itanhang,Private room,229,7,0,2,365
206795798,Centro,Private room,38,1,2,1,365
32233100,Taquara,Private room,969,15,0,1,363
107020845,Santa Teresa,Private room,101,3,0,1,365
115897507,Catumbi,Private room,150,4,0,1,365
63503654,Praa da Bandeira,Private room,90,1,1,1,364
206671912,Santo Cristo,Private room,199,1,0,1,365
16574999,Cidade Nova,Private room,71,3,2,1,364
1668941,Itanhang,Private room,199,2,4,2,365
4688820,So Conrado,Private room,120,2,1,4,365
9776225,Itanhang,Private room,229,1,0,2,365
86576043,Praa da Bandeira,Private room,150,3,0,1,89
4688820,So Conrado,Private room,139,2,0,4,363
72111,So Conrado,Private room,342,2,12,1,364
142877271,Santa Teresa,Private room,199,30,0,1,88
145850718,So Conrado,Private room,180,2,0,3,179
3425637,Centro,Private room,150,1,0,1,88
304435,Itanhang,Private room,199,2,2,2,365
76505802,Itanhang,Private room,432,1,0,2,364
2034245,So Conrado,Private room,398,1,0,8,365
14315601,Itanhang,Private room,398,2,0,33,365
84803453,Freguesia (Jacarepagu),Private room,150,1,0,4,365
83407995,Jacarepagu,Private room,526,3,0,1,362
131475680,Tanque,Private room,79,1,0,2,180
10465605,Curicica,Private room,150,1,0,6,356
76781320,Taquara,Private room,451,7,0,1,365
84803453,Freguesia (Jacarepagu),Private room,60,2,0,4,362
61870571,Freguesia (Jacarepagu),Private room,64,1,2,4,365
147191098,Jacarepagu,Private room,1198,1,0,30,365
59388693,So Conrado,Entire home/apt,4695,7,0,1,362
80529732,Maracan,Private room,252,5,0,1,88
64438366,Maracan,Private room,150,1,1,1,89
42849912,Taquara,Private room,199,1,1,1,365
9235956,Itanhang,Entire home/apt,1499,3,7,5,178
46957526,So Conrado,Entire home/apt,439,3,6,1,168
86297108,Pechincha,Private room,124,1,0,1,365
23895956,Barra da Tijuca,Entire home/apt,500,2,1,1,74
4678532,Praa da Bandeira,Private room,939,1,0,1,365
66117745,Praa da Bandeira,Private room,90,30,0,3,365
50109230,Barra da Tijuca,Entire home/apt,229,1,6,1,247
11788026,So Cristvo,Private room,64,1,1,1,275
75286579,Santa Teresa,Private room,150,2,0,1,365
84787585,Barra da Tijuca,Entire home/apt,300,2,2,1,175
128453598,Taquara,Private room,150,1,0,1,177
70203825,Santa Teresa,Private room,199,2,0,1,363
83354976,So Cristvo,Private room,139,1,2,3,365
108400864,Maracan,Private room,45,2,0,1,365
85724930,Jo,Entire home/apt,158,2,3,1,58
59040051,Rocha,Entire home/apt,500,1,0,1,365
14017685,Vila Isabel,Entire home/apt,751,4,0,1,365
122100768,So Cristvo,Entire home/apt,98,2,1,1,86
4453321,Maracan,Entire home/apt,751,10,0,2,365
15811328,Vila Isabel,Entire home/apt,699,1,0,4,365
14163820,Riachuelo,Entire home/apt,2254,1,0,1,365
68722736,Maracan,Entire home/apt,349,2,0,1,90
76450289,Vila Isabel,Entire home/apt,601,1,0,1,89
69398667,Tijuca,Entire home/apt,999,10,0,1,365
85127721,Gardnia Azul,Entire home/apt,3005,7,0,1,89
8352381,Maracan,Entire home/apt,454,3,1,1,194
52299431,Vila Isabel,Entire home/apt,379,1,0,1,365
15581556,Maracan,Entire home/apt,751,1,0,2,363
58879577,Taquara,Entire home/apt,252,1,0,1,365
6072085,Santa Teresa,Entire home/apt,94,7,3,1,365
72860474,Freguesia (Jacarepagu),Entire home/apt,759,1,0,1,83
13957031,Vila Isabel,Entire home/apt,300,3,0,1,365
116203599,Curicica,Entire home/apt,500,4,1,2,90
14484429,Vila Isabel,Entire home/apt,999,1,0,1,365
13751462,Cidade Nova,Entire home/apt,500,6,1,1,365
13281065,So Francisco Xavier,Entire home/apt,1300,1,0,1,365
16594090,Cidade Nova,Entire home/apt,180,3,0,2,364
73588895,Santa Teresa,Entire home/apt,199,2,1,1,363
719411,Vila Isabel,Entire home/apt,1499,1,0,2,365
15871654,Alto da Boa Vista,Shared room,60,1,1,4,365
100920784,Centro,Private room,53,2,0,1,364
83549155,Santa Teresa,Private room,101,1,0,1,89
43443985,Praa da Bandeira,Private room,139,2,3,1,362
109537049,Praa da Bandeira,Private room,75,1,3,2,89
11305549,Cachambi,Entire home/apt,252,1,0,1,365
30378312,Barra da Tijuca,Entire home/apt,699,7,0,1,326
62163211,Jo,Entire home/apt,28999,1,0,1,365
90038840,Recreio dos Bandeirantes,Entire home/apt,999,2,1,1,363
497736,Barra da Tijuca,Entire home/apt,5634,3,0,2,295
44688609,Recreio dos Bandeirantes,Entire home/apt,300,2,2,1,365
4005407,Recreio dos Bandeirantes,Entire home/apt,349,1,0,38,364
46799109,Recreio dos Bandeirantes,Entire home/apt,500,2,1,1,180
154495401,So Conrado,Private room,229,4,0,3,178
16260077,Engenho de Dentro,Entire home/apt,601,1,0,1,362
74931315,Todos os Santos,Entire home/apt,252,15,0,1,88
43889489,Recreio dos Bandeirantes,Entire home/apt,349,1,1,1,178
94557259,So Conrado,Private room,199,1,0,1,365
13270891,Cachambi,Entire home/apt,376,1,0,1,365
24944677,Recreio dos Bandeirantes,Entire home/apt,980,4,0,1,363
13519224,So Conrado,Private room,901,1,0,2,28
9426796,Taquara,Private room,199,1,2,3,357
136288839,Taquara,Private room,120,1,0,1,363
76945328,Barra da Tijuca,Private room,188,1,0,6,364
26748682,Curicica,Private room,86,1,0,13,365
43645964,Pechincha,Private room,41,3,10,2,349
70164120,Freguesia (Jacarepagu),Private room,188,1,0,1,89
26872290,Barra da Tijuca,Private room,252,2,0,3,365
22172229,Pechincha,Private room,90,1,5,3,365
117309092,Freguesia (Jacarepagu),Private room,53,2,1,2,84
86725680,Tijuca,Private room,601,1,0,1,365
56959578,Sampaio,Private room,79,1,4,1,365
16234387,So Cristvo,Private room,120,1,2,2,365
86371999,Vila Isabel,Entire home/apt,1127,10,0,1,358
2538502,Barra da Tijuca,Entire home/apt,500,1,0,1,284
85197483,Barra da Tijuca,Entire home/apt,601,7,0,1,177
55026270,Barra da Tijuca,Entire home/apt,563,3,3,2,363
53973375,Barra da Tijuca,Entire home/apt,2501,3,4,1,172
2012240,Barra da Tijuca,Entire home/apt,999,5,0,2,180
15936537,Recreio dos Bandeirantes,Entire home/apt,150,2,2,1,362
112212984,Barra da Tijuca,Entire home/apt,1499,4,0,1,365
171866705,Recreio dos Bandeirantes,Entire home/apt,150,4,1,1,90
94602024,Recreio dos Bandeirantes,Entire home/apt,349,2,0,1,163
73274162,Recreio dos Bandeirantes,Entire home/apt,252,4,1,1,126
6590402,Recreio dos Bandeirantes,Entire home/apt,349,5,0,1,50
125075216,Recreio dos Bandeirantes,Entire home/apt,252,3,0,1,362
87659330,Barra da Tijuca,Entire home/apt,2501,1,0,1,363
12083280,Barra da Tijuca,Entire home/apt,868,7,0,2,345
46798840,Recreio dos Bandeirantes,Entire home/apt,500,3,1,2,347
120934482,Recreio dos Bandeirantes,Entire home/apt,252,2,0,1,365
65923393,Recreio dos Bandeirantes,Entire home/apt,1998,1,0,1,365
84520862,Jo,Entire home/apt,601,2,1,3,89
22805631,Jo,Entire home/apt,8601,4,0,75,358
59743256,Barra da Tijuca,Entire home/apt,2501,1,4,1,154
65114856,Recreio dos Bandeirantes,Entire home/apt,1499,10,0,1,362
1331438,Recreio dos Bandeirantes,Entire home/apt,349,90,0,1,365
87355391,Recreio dos Bandeirantes,Entire home/apt,601,5,0,1,358
34863892,Recreio dos Bandeirantes,Entire home/apt,5634,3,0,1,180
31779037,Vargem Pequena,Entire home/apt,13146,1,0,1,365
123119137,Barra da Tijuca,Private room,68,30,0,1,362
81320875,Todos os Santos,Private room,101,1,0,1,365
53444736,Barra da Tijuca,Private room,120,1,8,1,9
50996851,Cachambi,Private room,79,1,0,4,365
69845981,Todos os Santos,Private room,300,1,0,1,365
53980762,Mier,Private room,101,1,1,1,365
63611936,Anil,Shared room,98,1,1,1,180
84876256,Vargem Pequena,Private room,199,1,0,1,364
84476458,Freguesia (Jacarepagu),Shared room,64,1,4,2,364
34007610,Recreio dos Bandeirantes,Private room,169,1,0,1,365
10912478,Vargem Grande,Private room,1709,3,1,6,89
67098495,Freguesia (Jacarepagu),Shared room,443,1,0,3,365
5738839,Recreio dos Bandeirantes,Private room,131,2,0,1,87
5384123,Recreio dos Bandeirantes,Private room,192,3,0,1,363
74695527,Recreio dos Bandeirantes,Private room,150,1,0,1,365
10828042,Recreio dos Bandeirantes,Private room,751,1,0,1,365
49894931,Graja,Shared room,34,7,0,1,365
72586847,Freguesia (Jacarepagu),Shared room,101,1,0,2,365
38375278,Freguesia (Jacarepagu),Shared room,169,3,0,1,180
10812304,Anil,Shared room,101,2,0,6,365
15315179,Vargem Grande,Private room,300,1,0,1,177
68695999,Recreio dos Bandeirantes,Private room,41,4,0,1,87
87593349,Freguesia (Jacarepagu),Shared room,199,3,0,1,363
87922246,Recreio dos Bandeirantes,Private room,75,1,1,1,362
70488446,Mier,Private room,45,2,4,5,362
9633485,Recreio dos Bandeirantes,Private room,71,1,3,2,164
154738277,Recreio dos Bandeirantes,Private room,113,2,3,1,226
87681423,Cachambi,Private room,34,1,2,1,104
156237020,Recreio dos Bandeirantes,Private room,94,1,1,1,170
37329511,Barra da Tijuca,Private room,210,1,0,2,90
28828617,Barra da Tijuca,Private room,252,1,0,2,336
51823906,Jo,Private room,150,1,2,1,363
23532700,Barra da Tijuca,Private room,71,2,2,2,87
6530525,Barra da Tijuca,Private room,60,30,1,1,365
21000917,Jo,Private room,199,3,0,1,365
51301794,Vargem Pequena,Entire home/apt,353,1,0,2,365
111934682,Recreio dos Bandeirantes,Entire home/apt,349,7,1,1,358
85107950,Recreio dos Bandeirantes,Entire home/apt,999,15,0,1,362
86184187,Vargem Pequena,Entire home/apt,199,3,0,2,180
207527467,Vargem Pequena,Entire home/apt,601,2,0,2,180
148412893,Vargem Pequena,Entire home/apt,368,2,0,1,358
63419886,Barra da Tijuca,Entire home/apt,252,2,11,1,116
55575541,Vargem Pequena,Entire home/apt,376,3,0,1,365
15913233,Recreio dos Bandeirantes,Entire home/apt,252,1,1,1,365
111449734,Vargem Pequena,Entire home/apt,4999,1,0,1,365
50607901,Barra da Tijuca,Entire home/apt,319,2,29,1,100
95844568,Recreio dos Bandeirantes,Entire home/apt,101,2,18,1,64
161562289,Recreio dos Bandeirantes,Entire home/apt,398,1,0,1,363
39555996,Recreio dos Bandeirantes,Entire home/apt,293,1,0,1,365
166546893,Recreio dos Bandeirantes,Entire home/apt,548,1,0,1,365
64466983,Del Castilho,Entire home/apt,252,2,0,3,363
83496060,Recreio dos Bandeirantes,Entire home/apt,1146,5,0,1,365
57914931,Recreio dos Bandeirantes,Entire home/apt,496,2,0,1,364
116199606,Recreio dos Bandeirantes,Entire home/apt,800,1,0,1,363
11700941,Recreio dos Bandeirantes,Entire home/apt,214,2,1,6,349
70505457,Recreio dos Bandeirantes,Entire home/apt,1127,7,0,1,358
187277859,Engenho Novo,Entire home/apt,45,1,0,1,365
82683392,Todos os Santos,Entire home/apt,571,1,0,1,89
207325488,Recreio dos Bandeirantes,Entire home/apt,109,2,7,1,111
56384171,Recreio dos Bandeirantes,Entire home/apt,1315,2,0,1,362
57332713,Pechincha,Private room,49,2,0,1,178
212665255,Recreio dos Bandeirantes,Shared room,101,1,0,1,169
4688820,So Conrado,Private room,451,1,0,4,365
42685021,Vargem Pequena,Shared room,56,1,1,1,363
82348133,Recreio dos Bandeirantes,Shared room,64,1,0,10,345
58464801,Vargem Grande,Shared room,38,5,0,2,365
45860255,Gamboa,Private room,60,5,28,2,45
27709253,Vargem Pequena,Shared room,90,1,1,6,362
218655369,Recreio dos Bandeirantes,Shared room,71,2,0,1,89
85736001,Vargem Pequena,Shared room,346,10,0,1,362
76830487,Curicica,Entire home/apt,150,1,0,2,359
87613251,Jacarepagu,Entire home/apt,849,10,0,1,364
174801295,Curicica,Entire home/apt,169,2,2,1,80
146128072,Jacarepagu,Entire home/apt,180,2,4,1,70
144855273,Taquara,Private room,71,1,1,2,180
86675435,Jacarepagu,Entire home/apt,1878,20,0,1,364
9426796,Taquara,Private room,259,1,1,3,356
172160441,Taquara,Private room,79,1,0,1,180
71564641,Taquara,Private room,79,1,2,1,365
45230746,Jacarepagu,Entire home/apt,398,3,0,1,358
95911625,Taquara,Private room,180,1,0,2,363
61870571,Cidade de Deus,Private room,135,1,5,4,364
58626790,Taquara,Private room,79,1,2,1,365
72766100,Recreio dos Bandeirantes,Entire home/apt,199,10,0,1,365
68214641,Cachambi,Entire home/apt,218,7,1,1,173
149978232,Itanhang,Private room,79,2,0,2,365
2163079,So Conrado,Private room,79,1,8,8,268
54530253,Del Castilho,Entire home/apt,999,10,0,1,365
2163079,So Conrado,Private room,79,1,11,8,331
73990269,Cachambi,Entire home/apt,199,3,1,2,194
14315601,Barra da Tijuca,Entire home/apt,2501,2,0,33,364
12417540,Recreio dos Bandeirantes,Entire home/apt,150,1,3,3,361
62405895,Recreio dos Bandeirantes,Entire home/apt,500,15,0,1,363
88537146,So Conrado,Private room,120,1,1,2,365
22805631,Jo,Entire home/apt,18780,3,0,75,365
6723808,Jo,Entire home/apt,1596,4,2,1,178
1796794,So Cristvo,Private room,64,1,8,5,362
103192028,Estcio,Private room,75,2,2,3,179
14811740,Estcio,Private room,150,1,1,1,179
83354976,So Cristvo,Private room,113,1,18,3,364
2034245,So Conrado,Private room,180,3,0,8,365
145850718,So Conrado,Private room,120,2,0,3,179
112575716,Maracan,Private room,38,2,13,2,177
1863194,Santa Teresa,Private room,90,1,0,5,365
145850718,Jo,Private room,101,1,1,3,179
179679544,Vasco da Gama,Private room,49,1,2,1,158
75169843,Praa da Bandeira,Private room,199,1,0,2,364
13453962,Itanhang,Private room,650,7,0,2,365
4960398,Lins de Vasconcelos,Shared room,71,1,0,2,365
4168313,Santa Teresa,Private room,413,1,0,6,365
129873049,Taquara,Private room,563,1,0,1,365
131475680,Tanque,Private room,79,2,0,2,180
12201599,Curicica,Private room,131,7,0,2,363
27258563,Barra da Tijuca,Entire home/apt,800,2,0,1,364
10465605,Curicica,Private room,398,1,0,6,356
85374357,Jacarepagu,Private room,199,1,1,1,364
78925463,Taquara,Private room,376,1,0,1,365
79341824,Taquara,Private room,150,7,0,1,358
4005407,Recreio dos Bandeirantes,Entire home/apt,349,2,6,38,364
55411281,Vargem Pequena,Entire home/apt,469,7,0,1,365
155294354,Tanque,Private room,503,1,0,1,364
157360236,Abolio,Shared room,94,2,0,1,90
151709947,Recreio dos Bandeirantes,Entire home/apt,300,2,0,17,363
43619340,Recreio dos Bandeirantes,Entire home/apt,826,1,0,1,365
616029,Recreio dos Bandeirantes,Entire home/apt,601,1,6,4,354
14638069,Mier,Shared room,49,1,0,6,363
87825938,Vargem Pequena,Entire home/apt,1998,6,0,1,358
74305269,Recreio dos Bandeirantes,Entire home/apt,300,2,1,1,89
12536628,Higienpolis,Shared room,439,3,0,3,365
78687680,Vargem Grande,Entire home/apt,1315,15,0,1,284
55838012,Recreio dos Bandeirantes,Entire home/apt,421,7,0,2,89
70413554,Itanhang,Private room,751,2,0,1,89
12536628,Higienpolis,Shared room,379,3,0,3,365
109479228,So Conrado,Private room,101,1,1,2,362
70488446,Mier,Shared room,34,2,2,5,364
44517875,Engenho Novo,Shared room,1615,1,0,2,363
70488446,Mier,Shared room,34,1,3,5,364
12824024,So Conrado,Private room,300,2,0,1,88
70488446,Mier,Shared room,34,1,2,5,364
16014419,Barra da Tijuca,Private room,282,1,0,4,365
2273427,Barra da Tijuca,Entire home/apt,398,3,15,1,365
